"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"Z34.00","Encounter for supervision of normal first pregnancy, unspecified trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.02","Counseling and instruction in natural family planning to avoid pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.62","Triplet liveborn infant, delivered by cesarean","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.00","Single liveborn infant, delivered vaginally","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z39.0","Encounter for care and examination of mother immediately after delivery","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.08","8 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.9","Encounter for antenatal screening, unspecified","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34","Encounter for supervision of normal pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.81","Encounter for supervision of other normal pregnancy, first trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.39","39 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.0","Encounter for supervision of normal first pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.30","Twin liveborn infant, delivered vaginally","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.28","28 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.17","17 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.02","Encounter for supervision of normal first pregnancy, second trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.4","Encounter for surveillance of contraceptives","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.432","Encounter for removal of intrauterine contraceptive device","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.87","Encounter for antenatal screening for uncertain dates","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z32.00","Encounter for pregnancy test, result unknown","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.1","Enctr for antenat screen for raised alphafetoprotein level","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z37.50","Multiple births, unspecified, all liveborn","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.8A","Encounter for antenatal screening for other genetic defects","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.49","Encounter for other procreative investigation and testing","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z39.2","Encounter for routine postpartum follow-up","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.69","Other multiple liveborn infant, delivered by cesarean","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.45","Enctr srvlnc transdermal patch hormonal contraceptive device","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.35","35 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.82","Encounter for antenatal screening for nuchal translucency","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.5","Encounter for antenatal screening for isoimmunization","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.13","13 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.14","14 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.03","Encounter for supervision of normal first pregnancy, third trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.37","37 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z37.69","Other multiple births, some liveborn","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.0","Encounter for antenatal screening for chromosomal anomalies","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.66","Quintuplet liveborn infant, delivered by cesarean","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z37.0","Single live birth","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.88","Encounter for antenatal screening for fetal macrosomia","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z32.3","Encounter for childcare instruction","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31","Encounter for procreative management","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.011","Encounter for initial prescription of contraceptive pills","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.80","Encounter for supervision of other normal pregnancy, unspecified trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.65","Quintuplet liveborn infant, delivered vaginally","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.38","38 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.68","Other multiple liveborn infant, delivered vaginally","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.40","40 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.430","Encounter of female for testing for genetic disease carrier status for procreative management","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.1","Single liveborn infant, born outside hospital","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z37.7","Other multiple births, all stillborn","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.36","36 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.16","16 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.6","Encounter for general counseling and advice on procreation","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.25","25 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.9","Encounter for procreative management, unspecified","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.19","19 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.9","Encounter for supervision of normal pregnancy, unspecified","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.6","Other multiple liveborn infant, born in hospital","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z37.52","Quadruplets, all liveborn","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z30.43","Encounter for surveillance of intrauterine contraceptive device","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z34.91","Encounter for supervision of normal pregnancy, unspecified, first trimester","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z38.63","Quadruplet liveborn infant, delivered vaginally","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z3A.34","34 weeks gestation of pregnancy","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.441","Encounter for testing of male partner of patient with recurrent pregnancy loss","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z31.440","Encounter of male for testing for genetic disease carrier status for procreative management","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
"Z36.83","Encounter for fetal screening for congenital cardiac abnlt","1010.6","Persons encountering health services in circumstances related to reproduction","","","",""
